Input File,Display Name,File Name
Baseline,B,DIV 19 LSL-Cas9-PVcre with fith batch of gRNAs plate1  10uM CNO(000)(000)_NeuralEventDetector_neuralMetrics_FIRST 60 SEC.csv

Plot Selection,One File Per Plot
Plot Display,Raw Values
Error Bars,Standard Error
Well Exclusion Criterion,    Mean Firing Rate (Hz),0


    Number of Spikes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,1297.583333,2172.083333,1998.916667,1826.666667,1889.666667,1922.500000,1889.833333,1391.000000,
B SEM,291.744763,484.129905,495.720175,311.632537,395.921161,532.880544,244.209821,293.923227,
B Replicates,2417.000000,1430.000000,5368.000000,1713.000000,1897.000000,6088.000000,669.000000,281.000000,
,2752.000000,560.000000,5114.000000,2509.000000,3635.000000,4382.000000,2690.000000,2199.000000,
,2017.000000,3732.000000,1249.000000,3181.000000,1261.000000,172.000000,1263.000000,1915.000000,
,911.000000,249.000000,3114.000000,2479.000000,4027.000000,683.000000,2860.000000,3141.000000,
,470.000000,2792.000000,926.000000,68.000000,209.000000,1546.000000,2664.000000,681.000000,
,617.000000,325.000000,1514.000000,1675.000000,253.000000,692.000000,1549.000000,552.000000,
,1326.000000,1855.000000,232.000000,1162.000000,3430.000000,587.000000,2928.000000,3145.000000,
,3043.000000,3852.000000,2231.000000,845.000000,978.000000,1007.000000,2083.000000,1223.000000,
,955.000000,3272.000000,646.000000,1451.000000,2900.000000,2511.000000,2238.000000,1038.000000,
,0.000000,5081.000000,1586.000000,3709.000000,2237.000000,2806.000000,1606.000000,885.000000,
,653.000000,2916.000000,1722.000000,2496.000000,1621.000000,2582.000000,1775.000000,1459.000000,
,410.000000,1.000000,285.000000,632.000000,228.000000,14.000000,353.000000,173.000000,


    Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,2.703299,4.525174,4.164410,3.805556,3.936806,4.005208,3.937153,2.897917,
B SEM,0.607802,1.008604,1.032750,0.649234,0.824836,1.110168,0.508770,0.612340,
B Replicates,5.035417,2.979167,11.183333,3.568750,3.952083,12.683333,1.393750,0.585417,
,5.733333,1.166667,10.654167,5.227083,7.572917,9.129167,5.604167,4.581250,
,4.202083,7.775000,2.602083,6.627083,2.627083,0.358333,2.631250,3.989583,
,1.897917,0.518750,6.487500,5.164583,8.389583,1.422917,5.958333,6.543750,
,0.979167,5.816667,1.929167,0.141667,0.435417,3.220833,5.550000,1.418750,
,1.285417,0.677083,3.154167,3.489583,0.527083,1.441667,3.227083,1.150000,
,2.762500,3.864583,0.483333,2.420833,7.145833,1.222917,6.100000,6.552083,
,6.339583,8.025000,4.647917,1.760417,2.037500,2.097917,4.339583,2.547917,
,1.989583,6.816667,1.345833,3.022917,6.041667,5.231250,4.662500,2.162500,
,0.000000,10.585417,3.304167,7.727083,4.660417,5.845833,3.345833,1.843750,
,1.360417,6.075000,3.587500,5.200000,3.377083,5.379167,3.697917,3.039583,
,0.854167,0.002083,0.593750,1.316667,0.475000,0.029167,0.735417,0.360417,


    ISI Coefficient of Variation - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,6.208683,7.111274,5.651673,4.973090,5.332200,5.131207,5.951146,5.872716,
B SEM,0.470727,1.231024,0.735102,0.506541,0.641168,0.665136,0.471627,0.718663,
B Replicates,7.804193,3.609643,4.936405,4.641811,5.037444,4.872703,7.897142,1.688845,
,6.481969,7.348113,8.841638,5.178532,8.079007,7.759536,7.310336,5.209618,
,5.776938,6.980653,4.844260,4.571144,5.997199,1.952089,5.413031,6.161266,
,6.602824,1.281167,8.428260,5.787395,5.136713,7.842387,5.987795,8.396465,
,4.835237,7.535521,7.113390,0.872512,1.530441,4.438437,5.663671,8.445716,
,5.502902,2.067586,6.287994,5.514930,2.967541,8.319169,7.200321,6.262771,
,5.492143,5.639992,1.409249,4.583191,7.123217,4.056251,6.892722,8.691435,
,9.139451,11.249077,3.125059,7.831018,5.205812,4.599675,7.021300,8.476489,
,6.029667,6.851597,7.932053,4.654956,5.049267,4.713330,6.372149,4.443215,
,NaN,10.596070,6.756858,5.377715,7.313461,5.743350,4.617863,5.500719,
,3.278456,15.064595,6.713255,7.194980,8.344901,6.543970,5.246792,5.805994,
,7.351729,NaN,1.431650,3.468899,2.201393,0.733586,1.790631,1.390061,


    Number of Active Electrodes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,7.250000,7.333333,7.916667,7.416667,7.750000,7.416667,8.000000,7.916667,
B SEM,0.664295,0.666667,0.083333,0.416667,0.179435,0.583333,0.000000,0.083333,
B Replicates,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,3.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,7.000000,7.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,0.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,7.000000,0.000000,7.000000,8.000000,6.000000,1.000000,8.000000,7.000000,


    Weighted Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,2.960146,4.936364,4.171478,3.896338,4.034838,4.016667,3.937153,2.901810,
B SEM,0.605234,1.008883,1.030551,0.633955,0.853835,1.106490,0.508770,0.610884,
B Replicates,5.035417,2.979167,11.183333,4.078571,3.952083,12.683333,1.393750,0.585417,
,5.733333,1.166667,10.654167,5.227083,7.572917,9.129167,5.604167,4.581250,
,4.202083,7.775000,2.602083,6.627083,2.627083,0.358333,2.631250,3.989583,
,1.897917,0.518750,6.487500,5.164583,8.389583,1.422917,5.958333,6.543750,
,0.979167,5.816667,1.929167,0.377778,0.435417,3.220833,5.550000,1.418750,
,1.285417,0.677083,3.154167,3.489583,0.527083,1.441667,3.227083,1.150000,
,2.762500,3.864583,0.483333,2.764286,8.166667,1.222917,6.100000,6.552083,
,6.339583,8.025000,4.647917,1.760417,2.037500,2.097917,4.339583,2.547917,
,1.989583,6.816667,1.345833,3.022917,6.041667,5.231250,4.662500,2.162500,
,NaN,10.585417,3.304167,7.727083,4.660417,5.845833,3.345833,1.843750,
,1.360417,6.075000,3.587500,5.200000,3.377083,5.379167,3.697917,3.039583,
,0.976190,NaN,0.678571,1.316667,0.630556,0.166667,0.735417,0.407143,


    Number of Bursts
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,52.083333,87.083333,76.416667,74.500000,87.250000,84.583333,69.916667,49.416667,
B SEM,13.819430,22.945739,24.440856,14.692041,21.288468,24.989227,9.480809,12.679892,
B Replicates,81.000000,94.000000,224.000000,67.000000,78.000000,243.000000,16.000000,8.000000,
,98.000000,18.000000,271.000000,103.000000,176.000000,248.000000,101.000000,88.000000,
,72.000000,120.000000,57.000000,166.000000,40.000000,9.000000,55.000000,64.000000,
,34.000000,8.000000,102.000000,112.000000,246.000000,22.000000,112.000000,82.000000,
,17.000000,75.000000,33.000000,0.000000,8.000000,64.000000,92.000000,16.000000,
,27.000000,8.000000,40.000000,56.000000,18.000000,17.000000,48.000000,18.000000,
,49.000000,52.000000,9.000000,49.000000,156.000000,17.000000,89.000000,160.000000,
,173.000000,235.000000,62.000000,32.000000,48.000000,56.000000,88.000000,41.000000,
,32.000000,129.000000,16.000000,56.000000,112.000000,139.000000,91.000000,38.000000,
,0.000000,223.000000,40.000000,149.000000,65.000000,104.000000,75.000000,32.000000,
,22.000000,83.000000,56.000000,88.000000,90.000000,96.000000,64.000000,39.000000,
,20.000000,0.000000,7.000000,16.000000,10.000000,0.000000,8.000000,7.000000,


    Number of Bursting Electrodes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,7.250000,7.333333,7.916667,7.083333,7.750000,7.333333,8.000000,7.916667,
B SEM,0.664295,0.666667,0.083333,0.656648,0.179435,0.666667,0.000000,0.083333,
B Replicates,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,0.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,7.000000,7.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
