Input File,Display Name,File Name
Baseline,B,DIV 19 LSL-Cas9-PVcre with fith batch of gRNAs plate3  20 uM CNO(000)(000)_NeuralEventDetector_neuralMetrics_FIRST 60 SEC.csv

Plot Selection,One File Per Plot
Plot Display,Raw Values
Error Bars,Standard Error
Well Exclusion Criterion,    Mean Firing Rate (Hz),0


    Number of Spikes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,1867.666667,2436.166667,2370.833333,1743.666667,1729.000000,1540.666667,2163.916667,1983.916667,
B SEM,306.971061,343.283032,229.370609,266.186376,243.686989,244.697845,309.392280,342.541072,
B Replicates,1932.000000,2826.000000,2486.000000,81.000000,1796.000000,1455.000000,509.000000,2431.000000,
,817.000000,995.000000,1553.000000,1252.000000,893.000000,1374.000000,1238.000000,988.000000,
,957.000000,1926.000000,2348.000000,1204.000000,1290.000000,388.000000,2803.000000,1645.000000,
,1101.000000,1207.000000,1075.000000,2540.000000,1220.000000,500.000000,2896.000000,1109.000000,
,1509.000000,3325.000000,2611.000000,2128.000000,1082.000000,412.000000,1805.000000,518.000000,
,713.000000,1270.000000,1975.000000,1782.000000,1587.000000,1361.000000,1186.000000,2419.000000,
,2032.000000,2624.000000,2674.000000,2912.000000,1156.000000,1865.000000,3912.000000,1507.000000,
,3018.000000,2727.000000,3000.000000,2117.000000,2299.000000,1389.000000,942.000000,1274.000000,
,2287.000000,5105.000000,2144.000000,2642.000000,2288.000000,3114.000000,3339.000000,3987.000000,
,4001.000000,1849.000000,2628.000000,1570.000000,3449.000000,2569.000000,2522.000000,2967.000000,
,3101.000000,3609.000000,4208.000000,2492.000000,2915.000000,1960.000000,3053.000000,4042.000000,
,944.000000,1771.000000,1748.000000,204.000000,773.000000,2101.000000,1762.000000,920.000000,


    Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,3.890972,5.075347,4.939236,3.632639,3.602084,3.209722,4.508160,4.133160,
B SEM,0.639523,0.715173,0.477855,0.554555,0.507681,0.509787,0.644567,0.713627,
B Replicates,4.025000,5.887500,5.179167,0.168750,3.741667,3.031250,1.060417,5.064583,
,1.702083,2.072917,3.235417,2.608333,1.860417,2.862500,2.579167,2.058333,
,1.993750,4.012500,4.891667,2.508333,2.687500,0.808333,5.839583,3.427083,
,2.293750,2.514583,2.239583,5.291667,2.541667,1.041667,6.033333,2.310417,
,3.143750,6.927083,5.439583,4.433333,2.254167,0.858333,3.760417,1.079167,
,1.485417,2.645833,4.114583,3.712500,3.306250,2.835417,2.470833,5.039583,
,4.233333,5.466667,5.570833,6.066667,2.408333,3.885417,8.150000,3.139583,
,6.287500,5.681250,6.250000,4.410417,4.789583,2.893750,1.962500,2.654167,
,4.764583,10.635417,4.466667,5.504167,4.766667,6.487500,6.956250,8.306250,
,8.335417,3.852083,5.475000,3.270833,7.185417,5.352083,5.254167,6.181250,
,6.460417,7.518750,8.766667,5.191667,6.072917,4.083333,6.360417,8.420833,
,1.966667,3.689583,3.641667,0.425000,1.610417,4.377083,3.670833,1.916667,


    ISI Coefficient of Variation - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,7.092367,8.537412,8.374531,5.777639,7.732178,7.299212,6.317085,7.217638,
B SEM,0.701782,0.483007,0.804678,0.680539,0.484755,0.669117,0.445977,0.645286,
B Replicates,4.261665,9.607890,7.199468,2.305163,6.768349,5.651710,2.656202,6.242817,
,3.650546,8.886009,6.592713,4.245322,8.844943,7.620866,5.607493,6.055029,
,6.430623,9.988143,5.414486,4.918765,5.922551,6.319601,8.084839,7.853032,
,9.383682,8.957872,6.403320,6.371803,6.217700,5.582030,6.426491,10.147145,
,8.735732,8.115050,6.431180,10.585141,6.720830,5.803972,8.044004,2.140553,
,2.998201,9.942019,13.670141,4.819403,8.507307,11.432048,8.354245,7.731058,
,10.155842,8.792610,10.930536,8.774754,6.860905,6.670851,6.036636,7.291036,
,8.892674,8.806505,9.610600,6.165541,11.241518,11.349152,6.140882,5.875302,
,9.695555,5.467618,13.013548,6.539540,7.654488,8.639949,6.611973,6.469963,
,7.566148,10.995599,8.149866,6.131180,10.327336,8.794461,6.924442,9.883401,
,6.584822,7.050241,6.340234,6.111563,7.261692,5.284654,5.315891,10.053426,
,6.752916,5.839386,6.738274,2.363491,6.458512,4.441251,5.601924,6.868896,


    Number of Active Electrodes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,8.000000,7.583333,8.000000,7.750000,8.000000,7.833333,7.750000,8.000000,
B SEM,0.000000,0.336162,0.000000,0.250000,0.000000,0.112367,0.250000,0.000000,
B Replicates,8.000000,8.000000,8.000000,5.000000,8.000000,8.000000,5.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,
,8.000000,7.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,4.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,


    Weighted Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,3.890972,5.343403,4.939236,3.640243,3.602084,3.255605,4.560347,4.133160,
B SEM,0.639523,0.673687,0.477855,0.550273,0.507681,0.504138,0.620867,0.713627,
B Replicates,4.025000,5.887500,5.179167,0.260000,3.741667,3.031250,1.686667,5.064583,
,1.702083,2.072917,3.235417,2.608333,1.860417,3.266667,2.579167,2.058333,
,1.993750,4.583333,4.891667,2.508333,2.687500,0.808333,5.839583,3.427083,
,2.293750,2.514583,2.239583,5.291667,2.541667,1.188095,6.033333,2.310417,
,3.143750,6.927083,5.439583,4.433333,2.254167,0.858333,3.760417,1.079167,
